,oob,time
0,0.026346954,109.3410806
1,0.026309727,510.7189329
2,0.026378648,885.6393154
3,0.026324172,1120.493726
4,0.02634942,1449.690525
5,0.026319499,1743.225302
6,0.026326101,2018.143134
7,0.026326543,2475.112492
8,0.133641409,2777.528033
9,0.40046278,3081.099293
10,0.472293487,3379.118865
11,0.49112629,3566.267687
