,time,oob
0,112.15168240000003,0.02631693520648093
1,237.77411170000005,0.026320615396758118
2,312.97306960000014,0.02637604364541335
3,467.3614293999999,0.9802356153359632
4,581.6497087000002,0.026330887552059035
5,684.0950278999999,0.02631447666351816
6,778.8588304,0.02631629946220604
7,916.8251489999998,0.9788139137651821
8,1002.5375604999999,0.026341401543663823
9,1069.7693789999998,0.026368672668527604
10,1189.9520614999997,0.02631561738814503
11,1327.6086646999997,0.026369948917597252
12,1460.3292256,0.026361132362458406
13,1576.1811329,0.02634219807637206
14,1736.7332540999998,0.9805373580721354
15,1848.7055185,0.026323791090496318
16,1968.1269444999998,0.14570064941357141
17,2016.1754059,0.026343132012677906
18,2151.0384701999997,0.026323031956103637
19,2288.7831158,0.026317530898266495
20,2384.7128844,0.02631960202153194
21,2450.2857338,0.026350806035668195
22,2542.290281,0.026319928208305865
23,2676.4874156,0.02632327404155821
24,2759.0067077999997,0.026314867895432026
25,2872.9129648,0.02631159775719527
26,3011.9677597,1.0
27,3128.3844055,0.026366496867390676
28,3238.6707191,0.4308956733765773
29,3321.6557235,0.39039702406078025
30,3481.1563748,0.9934718953015308
31,3582.4531254999997,0.9976659725955724
