generation,oob,time
1,0.02637549758966229,98.39202449999993
1,0.02637522992567687,200.97508130000006
1,0.02634970943979198,269.8971042000003
1,0.026386279174204552,402.2263611000003
1,0.026318846268636675,492.09947580000016
1,0.026364955328433526,608.0875908000003
1,0.02638414498247532,705.4162879
1,0.02632191082843549,799.3967992000003
1,0.026353725150793594,897.8531575000002
1,0.02637921184812131,1021.5704252
2,0.026344089675117144,1119.3683888
2,0.026384273849113904,1217.4676633
2,0.026367167528093982,1314.7253076000002
2,0.026328368773584798,1430.3721888
2,0.026337286245711633,1536.6945946
2,0.026341716505254964,1633.7891669
2,0.026321699475480242,1731.1145153
2,0.026350959059807222,1828.4249589
2,0.026343489356941197,1925.8735867999999
2,0.026325159697384137,2024.1916262
3,0.02633553336747152,2122.5233717
3,0.026354691770691274,2238.1538598
3,0.026383536671347407,2336.3819085
3,0.0263363116115215,2434.6262217
3,0.02632315909771943,2533.3927275
3,0.02634370464142044,2629.868423
3,0.02635714527234989,2745.0209981
3,0.026381521287195064,2828.3404103
3,0.026344518518049642,2926.4478199
3,0.026363609148291056,3023.2331107
4,0.026387879993910457,3120.6572588
4,0.026366314805989832,3217.9531845
4,0.026336174923096367,3290.1823496
4,0.026354408357581183,3388.1651023
4,0.36946495167691984,3490.8296213
4,0.30006627378478035,3592.3042897
