,time,oob
1,46.6997947,0.026349691
2,102.48589,0.02635255
3,186.6502126,0.026369149
4,238.996976,0.026352245
5,287.6024471,0.026373343
6,338.3412699,0.026317134
7,374.6983882,0.026339828
8,430.6957355,0.395689112
9,492.8638399,0.026384803
10,564.8037917,0.026318962
11,636.6052912,0.026342585
12,686.5147308,0.026377119
13,749.3474598,0.026322163
14,802.6699501,0.026323283
15,869.9317101,0.026324806
16,939.4008112,0.026378438
17,988.977842,0.026379535
18,1059.679125,0.026314137
19,1152.099568,0.026313023
20,1224.245273,0.026340885
21,1293.570979,0.026356638
22,1358.352391,0.026363565
23,1426.266424,0.026319802
24,1494.456009,0.026314709
25,1574.527438,0.02633648
26,1657.945534,0.026319823
27,1751.942422,0.026374498
28,1812.007518,0.026354775
29,1887.717613,0.026316241
30,1965.448687,0.026315493
31,2026.823224,0.51101004
32,2096.976842,0.026317259
33,2182.44012,0.026354707
34,2237.968772,0.401857457
35,2273.953493,0.026335136
36,2329.845802,0.026319986
37,2387.836941,0.027422048
38,2463.096023,0.343785032
39,2529.551322,0.026371704
40,2609.800798,0.026314084
41,2675.312327,0.026345501
42,2723.683982,0.538773743
43,2793.809612,0.026374112
44,2838.344867,0.269431886
45,2899.560019,0.972673887
46,2980.92049,0.026317234
47,3039.573724,0.026348437
48,3104.915732,0.0881676
49,3184.496408,0.955919281
50,3263.949939,0.345821333
51,3310.739998,0.358640634
52,3372.555315,0.026320338
53,3441.159335,0.394333931
54,3487.642431,0.026331602
55,3552.946411,0.475157621
