generation,oob,time
1,0.02635443656992298,134.7920266000001
1,0.026381912048238476,213.97387609999987
1,0.026372633120907096,310.6501680000001
1,0.02638273487903453,410.58826640000007
1,0.02631468651231239,570.1416500999999
1,0.026376679227303246,670.0619726
1,0.02633281915750385,803.9688911999997
1,0.026333633485097985,873.6575444
1,0.0263862625263801,943.8465154
1,0.026372324840487238,1077.0603616000003
2,0.02635658006200403,1210.6944239
2,0.026368234979860405,1311.5043239000001
2,0.026369390249225466,1380.4715849999998
2,0.026319365087195346,1513.8609927000002
2,0.02636771240139446,1585.4998482
2,0.02635877579260193,1653.5977656
2,0.026336984356073012,1719.5832022
2,0.026370957326610545,1816.0685693
2,0.02632359171544396,1885.3074028
2,0.026310971371360847,1954.3769008
3,0.026315457248870522,2024.1067573
3,0.026328585399373217,2092.8718093999996
3,0.026334303671713633,2226.4594383999997
3,0.026367313097661937,2359.2723708
3,0.026314566418516927,2478.5718454999997
3,0.5202786014804167,2561.8809097
3,0.3619793730674953,2632.9479324999998
3,0.5835038420869156,2705.5394859
3,0.0263758200991121,2804.7503124
3,0.4974824433554509,2877.655625
4,0.386230397872375,2950.4894246
4,0.5351351692186347,3088.7252117999997
4,0.9851821702496137,3159.9565430999996
4,0.44446567048222996,3300.0161864999995
4,0.38429765473258637,3373.0246008999998
4,0.996751394624091,3471.2392314999997
4,0.5363499312112576,3543.5094283999997
