,time,oob
0,129.02835820000018,0.02637402490923657
1,222.86589980000008,0.026330451983227476
2,299.80258270000013,0.026318996593028943
3,388.6425896999999,0.02634458029381992
4,510.4560127,0.026339952220051033
5,607.2868917000001,0.02635010544447114
6,662.7379515000002,0.026322715383045314
7,763.2948065999999,0.026342660029208598
8,884.9618243,0.0263446256390395
9,1021.5091155,0.026362260655739767
10,1164.5744258000004,0.9818320403021106
11,1298.0054651,0.026370015848125816
12,1443.0440534,0.9949905132692148
13,1546.5233821000002,0.026375029605752776
14,1736.2175117000002,0.957587419190375
15,1847.6133862000001,0.026337133461626583
16,1946.430634,0.026322580831073528
17,2048.6343243,0.02636817882493281
18,2176.6772387,0.02638327595001211
19,2262.2403036,0.026320579998470373
20,2353.4290995,0.026372033465054456
21,2482.7070066,0.026346918225107263
22,2579.4272573000003,0.026370756600597067
23,2635.9146647000002,0.02635051155495971
24,2702.9339536,0.026334813099277876
25,2883.6499403000003,0.026311064390056482
26,3025.5939154000002,0.03315233693937125
27,3161.7706837,0.9584178773495192
28,3249.2865645,0.026318257104850806
29,3375.435696,0.4450698647547784
30,3571.6691288,1.0
