,oob,time
0,0.026337128,57.3795633
1,0.036613668,332.2798554
3,0.372176612,574.4674674
5,0.026349894,882.6264025
6,0.026347365,1046.971203
7,0.427361971,1311.467226
9,0.026378457,1522.537226
11,0.026361929,1837.231696
13,0.026338148,2101.260641
14,0.507791583,2348.589109
16,0.480812882,2600.64476
18,0.427361971,2983.803547
19,0.524503132,3280.044112
20,0.450816179,3561.764188
