generation,oob,time
1,0.026317843068395907,102.05345410000018
1,0.9965321089540007,247.63794150000012
1,0.026350654471734902,344.7494962999999
1,0.026324439149944423,441.4082591000001
1,0.02636963697082073,554.4989372
1,0.9931312514173483,699.6134620000003
1,1.0,844.7250156
1,0.026368409062867304,965.9425076000002
1,0.9854420550436224,1111.7341692
1,0.9741099861180206,1257.3574568000004
2,1.0,1402.1671721000002
2,0.9876610242487487,1546.8629894000005
2,0.9870119868832912,1691.8478311000001
2,0.9646317185467606,1837.0037921000003
2,0.9987054918417126,1982.2707554
2,0.972556639263029,2126.3444323
2,0.9576104712591316,2272.7040354
2,0.9838590109992263,2417.8155622
2,0.9611157128229352,2564.9272574
2,1.0,2715.1692136
3,0.9934418381564754,2860.5024073
3,0.9968809927307242,3009.7172125
3,1.0,3159.4127734
3,0.9957219245571769,3264.4823836
3,0.988576529859791,3418.7167514
3,0.993321526243864,3580.2095818
