generation,oob,time
1,0.026322728534250994,118.38225029999967
1,0.026341441900197715,203.47685749999982
1,0.026367721575774605,284.99730299999965
1,0.026372601239112337,445.1887370999998
1,0.026316470566479344,520.7699687999998
1,0.026354682391402262,608.8489122999999
1,0.026314192476016518,692.3306790999995
1,0.026372004230369006,776.3215696999996
1,0.02632125963334353,892.7751435
1,0.026333034759011942,975.0116203999996
2,0.026337750153313078,1057.3825791999998
2,0.02634705323012765,1139.8796840999998
2,0.02634871763578761,1224.1040829999997
2,0.02637723503622247,1307.1009102999997
2,0.026330092073313827,1429.5131530999997
2,0.026329243057827578,1524.6934307000001
2,0.026337560256058157,1607.9714384
2,0.02635725486382101,1692.2629037999998
2,0.02632398470301578,1781.1317527999997
2,0.026329247087823804,1863.0336306999998
3,0.02632536895071791,1961.1330176999998
3,0.026341941478532527,2042.9445027999998
3,0.02631787187748602,2160.6109092
3,0.02632332116593461,2242.3290879
3,0.026374515718234237,2361.0369068
3,0.02636509275243515,2441.9344739
3,0.026350410700885618,2560.8857109
3,0.026372372505841457,2642.5696981
3,0.0263654713637681,2727.3863099
3,0.026314788370439546,2809.1091794
4,0.026357141293173125,2891.6557619
4,0.026336857806865788,2975.5954553
4,0.026379995454649974,3056.6069884
4,0.026362527986148576,3137.6051498
4,0.3644727882255365,3226.6622775
4,0.0263243195117564,3308.1520553
4,0.44668430968371886,3392.8564633
4,0.026379366247243685,3476.2217447
4,0.02631469513998741,3545.2801664
