,time,oob
0,120.313177,0.026373365987836905
1,219.83173110000007,0.02634769841968221
2,360.73760889999994,0.02632042018085401
3,437.89219820000017,0.02636492186162498
4,533.2097107,0.02634578222615358
5,629.5148089000004,0.026379422201924796
6,717.2889175,0.02633439739294763
7,828.1223859000002,0.026348433977905317
8,925.4818673,0.026378636677119593
9,1026.5106658000004,0.026375533179072486
10,1162.5341371000004,0.0263715762122102
11,1283.2838413999998,0.026363438329025768
12,1370.2234679000003,0.02633378161692268
13,1462.6307536000004,0.02632676286135771
14,1541.6405935000003,0.026359007636506115
15,1629.6095917,0.026354048010941766
16,1705.4902857000002,0.02634770703917222
17,1847.7160784,0.026388611113200122
18,1974.8989227000002,0.026343849795161245
19,2048.8749808000002,0.026319593802723196
20,2183.443848,0.026356963301066516
21,2314.3474866,0.026332090621134174
22,2448.4353851,0.026386643261781306
23,2508.9942443,0.02637286206659817
24,2607.3671098,0.02633366456505082
25,2679.0178183000003,0.026351305483824805
26,2817.2078371000002,0.10190713510789562
27,2942.8704435,0.02635664464385834
28,3097.5447018,0.026361530936393596
29,3280.6100204,0.9691145177057405
30,3378.6236924,0.02632997971009987
31,3443.7758405,0.026322220916728645
32,3574.2202248000003,0.3806667370325807
