,time,oob
1,85.3260651,0.026313084
2,138.9758005,0.026382254
3,189.0749882,0.026336046
4,260.8905363,0.026345988
5,342.6709525,0.18923475
6,421.435804,0.026375435
7,507.140766,0.026331357
8,580.7481932,0.104427129
9,622.173617,0.026346848
10,675.509852,0.026343017
11,735.0627461,0.026376359
12,837.6180518,0.02632369
13,939.5249085,0.026323686
14,989.4402734,0.026367284
15,1057.454926,0.459399497
16,1108.322756,0.026321033
17,1169.673544,0.026317332
18,1217.68298,0.62576214
19,1258.354882,0.026319539
20,1307.21784,0.026339792
21,1387.447496,0.35545411
22,1452.98059,0.026336521
23,1531.952642,0.026325761
24,1595.16572,0.659172406
25,1660.042476,0.026332043
26,1708.087136,0.026357506
27,1801.248277,0.026313896
28,1878.889465,0.026332631
29,1975.917618,0.026342634
30,2043.025419,0.026381477
31,2103.297949,0.026324203
32,2170.287468,0.026319666
33,2226.423883,0.02632293
34,2299.574382,0.026313855
35,2392.578402,0.026367451
36,2467.426561,0.026364667
37,2513.105659,0.026324206
38,2586.978392,0.026320053
39,2650.122474,0.026354442
40,2701.918176,0.026332811
41,2744.889551,0.524142185
42,2802.891319,0.026357834
43,2888.025402,0.512867722
44,2955.956261,0.117249619
45,3022.060277,0.026329495
46,3076.263672,0.026375435
47,3131.575223,0.02855262
48,3210.315736,0.377724106
49,3293.216187,0.173058326
50,3360.876819,0.156234438
51,3416.101211,0.026369931
52,3461.405706,0.026320402
53,3492.60614,0.994185518
54,3548.278704,0.02635255
55,3597.55223,0.158240876
