,oob,time
0,0.026337128,57.3795633
1,0.209797292,393.1004435
2,0.026371582,554.4674674
3,0.026347365,1046.971203
4,0.026375115,1365.733052
5,0.372176612,1678.347283
6,0.026361929,1837.231696
7,0.026338148,2171.260641
8,0.026353463,2419.291436
9,0.480812882,2700.64476
10,0.026377321,3083.803547
11,0.507791583,3310.044112
12,0.02634842,3571.764188
