,oob,time
0,0.026335594,90.3507092
1,0.026350437,149.1710869
2,0.026354493,207.9809651
3,0.026371189,502.5434931
4,0.183732852,738.3714068
5,0.323752459,1741.507106
6,0.714925335,3570.446118
