,oob,time
0,0.057651664,81.835765
1,0.047568323,354.7241701
2,0.145941473,597.1374254
3,0.026353066,835.8946499
4,0.026355349,1186.472341
5,0.026356558,1352.260486
6,0.270720022,1676.236303
7,0.190049617,2107.093551
9,0.049008514,2496.833441
10,0.274444229,2756.149462
11,0.788945945,3081.13894
12,0.026364423,3324.764502
13,0.026373592,3560.231466
